listing_id,branch_id,agent_address,agent_postcode,short_description,description,property_id,property_type,address,price_min,price_max,latitude,longitude,lad20cd,lad20nm
47125095,"[""87109""]","[""356 High Road, Woodford Green""]","[""IG8 0XQ""]","<p class=""top"">Lloyds Residential are pleased to present to the market this spacious apartment with unrivaled views across the local countryside and being just a short stroll to Woodford's Central Line station and high street. Comprising lounge with room to dine, modern fitted kitchen with appliances to remain, tiled bathroom with shower, separate w.C and two generous double bedrooms. </p>","Lloyds Residential are pleased to present to the market this spacious apartment with unrivaled views across the local countryside and being just a short stroll to Woodford's Central Line station and high street. Comprising lounge with room to dine, modern fitted kitchen with appliances to remain, tiled bathroom with shower, separate w.C and two generous double bedrooms.",11089369,Flat,"[""Navestock Crescent, Woodford Green IG8""]",288,288,51.60057,0.039435,E09000026,Redbridge
48878756,"[""41968""]","[""99 Clapton Common, London""]","[""E5 9AB""]","P4i are delighted to offer this brand new modernised two bedroom flat located on 204 Tooting High Street, London, SW17 0SG.","Boasting light and spacious living space throughout, this fantastic two bedroom flat boasts an open-plan reception room, two generous sized bedrooms and a well equipped contemporary kitchen.Tooting High Street is within easy reach of the excellent range of shops, cafes and bars of Tooting, with Tooting Broadway station (Northern Line) just a short distance away. Colliers Wood station is also only moments away.• Light and spacious open-plan reception• Contemporary kitchen with integrated appliances• Two generous sized bedrooms• Ample storage space throughout• Excellent location to the amenities of Tooting• Modern bathroomPlease do not hesitate to call us.No DSS",32599370,Flat,"[""Tooting High Street, London SW17""]",363,363,51.42337,-0.173247,E09000032,Wandsworth
49634080,"[""48716""]","[""98 High Road, Chadwell Heath, Romford""]","[""RM6 6NX""]","*three bedroom house with off street parking* This spacious semi detached house is situated in Dagenham, RM8. Available now!","*three bedroom house with off street parking* This spacious semi detached house is situated in Dagenham, RM8. Available now!This spacious three bedroom property comes with a separate living area, fully fitted kitchen with dinning area. The upstairs promotes 2 double bedrooms and one single bedroom. It comes with ground floor family bathroom and first floor W/C.The property comes partly furnished and has double glazing & gas central heating throughout. It also has a driveway & a good size rear garden.This property is available now! Viewings are highly recommended.Call Real Move Estates to arrange a viewing.",19808061,Semi-detached house,"[""Bushgrove Road, Dagenham, London RM8""]",346,346,51.553673,0.129139,E09000002,Barking and Dagenham
49913105,"[""35829""]","[""2 Redan House, 27 Redan Place, London""]","[""W2 4SA""]","Short Term Let- All bills included--KGS09, First floor studio flat located within the Kensington Gardens Square W2, central, quiet and safe residential area of Bayswater to offer!","Ref:KGS09 Short term LetThis lovely double studio flat is located on the first floor of this residential property in Kensington Garden Square, Bayswater area, 2 minutes walking distance to the Bayswater tube station.It offers you space, comfort and value for money. It has high ceiling and wooden floor throughout, comfortable double double bed, private shower room with toilet, kitchenette with cooking utensil, TV and complimentary Wi-Fi. Also we have free washing machine and dryer facilities to use in the communal facility area. The rent includes all utility bills and VAT.Simply check in and check out with our most friendly and attentive porter at the property.Rate quoted is for a minimum of 3months.",27471869,Studio,"[""Kensington Gardens Square, Bayswater, London W2""]",290,290,51.514175,-0.189463,E09000033,Westminster
47345037,"[""7052""]","[""74 Broad Street, Teddington""]","[""TW11 8QX""]","<p class=""top"">A one bedroom ground floor flat perfect for someone looking for outdoor space in a central location! The apartment has french doors which open onto lovely communal gardens.</p><h3 class=""listing-desc-header top""><strong>Directions</strong></h3><p class=""top"">Cambridge Road runs off Teddington High Street and is perfectly located just moments from the boutique bars and restaurants, with the mainline station just a short distance further.</p><p class=""top"">You may download, store and use the material for your own personal use and research. You may not republish, retransmit, redistribute or otherwise make the material available to any party or make the same available on any website, online service or bulletin board of your own or of any other party or make the same available in hard copy or in any other media without the website owner's express prior written consent. The website owner's copyright must remain on all reproductions of material taken from this website.</p>","A one bedroom ground floor flat perfect for someone looking for outdoor space in a central location! The apartment has french doors which open onto lovely communal gardens.DirectionsCambridge Road runs off Teddington High Street and is perfectly located just moments from the boutique bars and restaurants, with the mainline station just a short distance further.You may download, store and use the material for your own personal use and research. You may not republish, retransmit, redistribute or otherwise make the material available to any party or make the same available on any website, online service or bulletin board of your own or of any other party or make the same available in hard copy or in any other media without the website owner's express prior written consent. The website owner's copyright must remain on all reproductions of material taken from this website.",24762331,Flat,"[""Cambridge Road, Teddington TW11""]",242,242,51.43163,-0.33223,E09000027,Richmond upon Thames
49139007,"[""85986""]","[""29 Hill Road, Mitcham""]","[""CR4 2HS""]",We are proud to present this beautiful studio flat in Lewisham . The property is within minutes walk of transport into London**Preference will be giving to a local,"We are proud to present this beautiful studio flat in Lewisham . The property is within minutes walk of transport into London**Preference will be giving to a local connection with Lewisham either live, work or learn in the borought.",30298990,Studio,"[""Lewisham Rd, Lewisham SE13""]",212,212,51.46043,-0.011402,E09000023,Lewisham
47862205,"[""14274""]","[""11 Westferry Circus, London""]","[""E14 4HE""]",Stunning one bed apartment 12 minutes walk from Canary Wharf and with very easy access to the City and Central London. (contd...),"Stunning one bed apartment 12 minutes walk from Canary Wharf and with very easy access to the City and Central London.This one bed apartment on the ground floor of the secure development benefits from a large double bedroom, open plan kitchen and living room and huge storage space. The apartment is fully furnished in a very high standard through out.Tenant agency fees: £240 inc VAT administration fee per property, £60 inc VAT referencing fee per Tenant/Guarantor.EPC Rating: B",29367544,Flat,"[""Shepherd Court, 2 Annabel Close, London E14""]",300,300,51.511894,-0.019438,E09000030,Tower Hamlets
47877230,"[""53300""]","[""The Lodge 37 Hendon Lane, London""]","[""N3 1RY""]",Stunning studio to rent in the heart of notting hill,"Easy Lettings is proud to offer to the market a stunning bright spacious studio to rent in Notting Hill - only minutes walk from Notting Hill Gate Station.The studio has been recently renovated at a very high standard. It has, high ceilings, wood flooring throughout and modern kitchen with plenty of storage. There is a communal laundry room with washing and drying facilities and regular cleaning of common parts.This property offers:• Fully fitted modern kitchenette• Double bed• Storage space• Wood flooring throughout• Private bathroom adjacent to flat• Gas central heating• Communal laundry room• WiFiTenants to pay £20 per week for all bills including WiFi.Available nowKensington Park Road is just a few minutes walk from the Kensington Gardens and Notting Hill Gate where the Central line is also accessible.To view this property or request more details, contact Easy LettingsPlease quote when calling: 11a Kensington Park RoadDisclaimer:These particulars are intended only as general guidance. Easy Lettings Ltd therefore gives notice that none of the material issued or visual depictions of any kind made on behalf of the Company can be relied upon as accurately describing any of the Specified Matters prescribed by any Order made under the Property Misdescriptions Act 1991. Nor do they constitute a contract, part of a contract or a warranty.",25141472,Studio,"[""Kensington Park Road, Notting Hill, London W11""]",300,300,51.510303,-0.199041,E09000020,Kensington and Chelsea
45812337,"[""45275""]","[""2 Queen Anne's Gate Buildings, Dartmouth Street, St James's, London""]","[""SW1H 9BP""]","A beautiful first floor, interior designed, two bedroom, two bathroom apartment facing the courtyard is available within this newly converted, warehouse style, gated development on the River Thames.  The apartment boasts a bright open plan kitchen and living area, master bedroom with en suite shower room and an additional guest bathroom. The fully fitted Metris Kitchen is complete with Miele appliances including an integrated dishwasher, washer/dryer, full height fridge freezer, oven, hob and integrated extractor fan as well as a Caple wine cooler. The bathrooms comprise of full bathroom suites with underfloor heating whilst the bedrooms boast bespoke mirrored wardrobes and automatic lights which are sure to impress. Further benefits of the apartment include a Crestron audio visual system, a digital video door entry system and pre-wiring for Sky TV. With its riverside location, Palace Wharf is also conveniently close to a number of transport links including Hammersmith Overground","A beautiful first floor, interior designed, two bedroom, two bathroom apartment facing the courtyard is available within this newly converted, warehouse style, gated development on the River Thames.The apartment boasts a bright open plan kitchen and living area, master bedroom with en suite shower room and an additional guest bathroom. The fully fitted Metris Kitchen is complete with Miele appliances including an integrated dishwasher, washer/dryer, full height fridge freezer, oven, hob and integrated extractor fan as well as a Caple wine cooler. The bathrooms comprise of full bathroom suites with underfloor heating whilst the bedrooms boast bespoke mirrored wardrobes and automatic lights which are sure to impress. Further benefits of the apartment include a Crestron audio visual system, a digital video door entry system and pre-wiring for Sky TV. With its riverside location, Palace Wharf is also conveniently close to a number of transport links including Hammersmith Overground and Underground Station, Barons Court, Putney Bridge and Fulham Broadway Underground Stations, along with several regular and varied bus services which further improve accessibility.",28602951,Flat,"[""Rainville Road, London W6""]",820,820,51.4829,-0.223352,E09000013,Hammersmith and Fulham
48805104,"[""33569""]","[""12 South Molton Street, Mayfair""]","[""W1K 5QN""]","<p class=""top"">A spectacular one bedroom flat with a balcony overlooking Regents Canal, in a highly sought after location. Within walking distance of Regents Park and Primrose Hill, and only a 10 minute tube journey from central London.  The Lock House, Oval Road, enjoys a well presented communal garden and terrace, residents gym, secure cycle parking, 24 hours porter and communal gas central heating system.  Well located for Camden Town, Camden Road Overground Stations and many well connecting bus routes, such as the 274 and C2.  Regents Park and Primrose Hill are within 5 minutes walk, there are also many excellent schools, supermarkets, cafés, restaurants, gastropubs and bars in the local area.</p><h3 class=""listing-desc-header top""><strong>External</strong></h3><h3 class=""listing-desc-header top""><strong>Bedroom</strong></h3><h3 class=""listing-desc-header top""><strong>Reception Room</strong></h3><h3 class=""listing-desc-header top""><strong>Kitchen</strong></h3><h3 class=""listing-desc-header top""><strong>Bathroom</strong></h3><h3 class=""listing-desc-header top""><strong>Gym</strong></h3><h3 class=""listing-desc-header top""><strong>Communal Garden</strong></h3><h3 class=""listing-desc-header top""><strong>Lobby</strong></h3><h3 class=""listing-desc-header top""><strong>Canal</strong></h3><h3 class=""listing-desc-header top""><strong>Deck</strong></h3>","A spectacular one bedroom flat with a balcony overlooking Regents Canal, in a highly sought after location. Within walking distance of Regents Park and Primrose Hill, and only a 10 minute tube journey from central London.The Lock House, Oval Road, enjoys a well presented communal garden and terrace, residents gym, secure cycle parking, 24 hours porter and communal gas central heating system.Well located for Camden Town, Camden Road Overground Stations and many well connecting bus routes, such as the 274 and C2.Regents Park and Primrose Hill are within 5 minutes walk, there are also many excellent schools, supermarkets, cafés, restaurants, gastropubs and bars in the local area.ExternalBedroomReception RoomKitchenBathroomGymCommunal GardenLobbyCanalDeck",28834717,Flat,"[""Oval Road, London NW1""]",485,485,51.54001,-0.148392,E09000007,Camden
45349032,"[""5898""]","[""125 Shirland Road, Maida Vale""]","[""W9 2EP""]","<p class=""top"">Ideal for a couple, this stylish top floor apartment situated in a period mansion block has three double bedrooms, a large reception with private balcony, a modern kitchen and bathroom suite.</p><h3 class=""listing-desc-header top""><strong>Directions</strong></h3><p class=""top"">Wymering Road is a quiet tree lined street just off Elgin Avenue offering easy access to Paddington Rec, Little Venice, Maida Vale, and Queens Park.</p><p class=""top"">You may download, store and use the material for your own personal use and research. You may not republish, retransmit, redistribute or otherwise make the material available to any party or make the same available on any website, online service or bulletin board of your own or of any other party or make the same available in hard copy or in any other media without the website owner's express prior written consent. The website owner's copyright must remain on all reproductions of material taken from this website.</p>","Ideal for a couple, this stylish top floor apartment situated in a period mansion block has three double bedrooms, a large reception with private balcony, a modern kitchen and bathroom suite.DirectionsWymering Road is a quiet tree lined street just off Elgin Avenue offering easy access to Paddington Rec, Little Venice, Maida Vale, and Queens Park.You may download, store and use the material for your own personal use and research. You may not republish, retransmit, redistribute or otherwise make the material available to any party or make the same available on any website, online service or bulletin board of your own or of any other party or make the same available in hard copy or in any other media without the website owner's express prior written consent. The website owner's copyright must remain on all reproductions of material taken from this website.",25117042,Flat,"[""Wymering Road, London W9""]",500,520,51.527927,-0.193127,E09000033,Westminster
50955024,"[""54584""]","[""39 Great Windmill Street""]","[""W1D 7LX""]","The flat is let unfurnished. Ideally located, bright &amp; charming one bedroom flat with lots of period features, a Juliet balcony and a roof terrace! Only minutes from Notting Hill Gate this co... ** Property Reference: 530776 **","Property Reference: 530776.The flat is let unfurnished.Ideally located, bright & charming one bedroom flat with lots of period features, a Juliet balcony and a roof terrace!Only minutes from Notting Hill Gate this cozy 1st floor flat is perfect for a professional or a young couple that appreciate lots of period details. The living room features double french doors with double glazing with lots of natural light. The bedroom has tons of storage space and fits a double bed. The galley kitchen is equipped with high-end appliances including a dishwasher. The bathroom comes with a full sized bathtub and natural light.The small roof terrace towards the back is perfect space to relax with a glass of wine on a summer evening, or a lazy Sunday morning brunch.Living room and bedroom have dark wood flooring, kitchen and bathroom are tiled.Within walking distance from your front door are the green spaces of Hyde Park / Kensington Gardens and the fabulous restaurants and shops of Notting Hill's Westbourne Grove and Portobello Road. You are positioned moments from Notting Hill Gate which is very well connected for transport across London. With the Central Line you can be in Bond Street in 7 minutes and Bank in 20 minutes.Summary & Exclusions:- Rent Amount: £2,166.67 per month (£500.00 per week)- Deposit / Bond: £2,500.00- 1 Bedrooms- 1 Bathrooms- Property comes unfurnished- Available to move in from 06 April, 2019- Minimum tenancy term is 12 months- Maximum number of tenants is 2- No DSS / Housing Benefit Applicants- No Students- No Pets, sorry- No Smokers- Not Suitable for Families / Children- Bills not included- No Parking Available- Property has garden access- Property has fireplace- EPC Rating: Currently Being Obtained If calling, please quote reference: 530776 Fees:You will not be charged any admin fees.Referencing for tenants only costs £20 each, if requested by the landlord for this property.** Contact today to book a viewing and have the landlord show you round! **Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.OpenRent endeavours to make all property particulars as accurate and reliable as possible, however if you require any further clarification or information please contact us. When applying for a tenancy using the Rent Now process, you will be required to pay one month's rent and any deposit before moving in. This will be paid to OpenRent and released to the landlord once you have moved in. With OpenRent there are no administration fees to pay, although you may need to pay £20 per tenant to cover the cost of referencing if required by the landlord.Property Reference five hundred and thirty thousand seven hundred and seventy-six",25099744,Flat,"[""Kensington Church Street, London W8""]",500,500,51.50779,-0.194601,E09000020,Kensington and Chelsea
47875343,"[""65685""]","[""134 Merton High Street, London""]","[""SW19 1BA""]","This one bed flat comprising entrance hallway, good size double bedroom, fully fitted kitchen with built in appliances, good size living room, and a bathroom.  The Flat is very well located just a few minutes walk to Archway/Tuffnell Park tube station within easy reach of shops, bars, restaurants and few minutes. ","This one bed flat comprising entrance hallway, good size double bedroom, fully fitted kitchen with built in appliances, good size living room, and a bathroom.The Flat is very well located just a few minutes walk to Archway/Tuffnell Park tube station within easy reach of shops, bars, restaurants and few minutes.",15296672,Flat,"[""Junction Road, Archway, London N19""]",265,265,51.560867,-0.137359,E09000019,Islington
50978280,"[""74543""]","[""329 Bowes Road, London""]","[""N11 1BA""]","<p class=""top"">Spacious two bedroom ground floor flat available to rent in popular residential development of Colney Hatch Lane. Property is located within peaceful residential area, this superb two bedroom flat enjoys a substantial living space, laminate flooring and double glazed throughout. This property benefits from many positives including good size double bedrooms, spacious living room, fitted kitchen and family bathroom. Other benefits include allocated parking space, gas central heating and laminate flooring. Conveniently located within easy reach of A406, New Southgate Rail Station, Easy bus ride to Highgate/ Arnos Grove Tube Station, Tesco Super market and local amenities.. For viewings please call Oyster Properties now on .</p>","Spacious two bedroom ground floor flat available to rent in popular residential development of Colney Hatch Lane. Property is located within peaceful residential area, this superb two bedroom flat enjoys a substantial living space, laminate flooring and double glazed throughout.This property benefits from many positives including good size double bedrooms, spacious living room, fitted kitchen and family bathroom.Other benefits include allocated parking space, gas central heating and laminate flooring.Conveniently located within easy reach of A406, New Southgate Rail Station, Easy bus ride to Highgate/ Arnos Grove Tube Station, Tesco Super market and local amenities..For viewings please call Oyster Properties now on .",15181138,Flat,"[""Laburnum Close, London N11""]",277,277,51.608955,-0.147278,E09000003,Barnet
45489737,"[""78181""]","[""No1 The Elephant, 5 St Gabriel Walk, London""]","[""SE1 6FS""]","A modern two double bedroom, two bathroom apartment on the 26th floor of this impressive development located near to Canary Wharf. The apartment includes an inviting living space, fitted kitchen with integrated appliances, designer furnishings, wood flooring, full length windows and air condition...","A modern two double bedroom, two bathroom apartment on the 26th floor of this impressive development located near to Canary Wharf. The apartment includes an inviting living space, fitted kitchen with integrated appliances, designer furnishings, wood flooring, full length windows that provide striking views and air conditioning facilities. There are also a number of on-site facilities that are available to residents that include a 24 hour concierge service, lift access and secure parking.The development is located within walking distance of Canary Wharf and offers several transport links and amenities that include the Canary Wharf Shopping Centre.",7855280,Flat,"[""No1 West India Quay, Canary Wharf, London E14""]",655,655,51.507812,-0.021459,E09000030,Tower Hamlets
49384697,"[""30366""]","[""44-48 Old Brompton Road, South Kensington, London""]","[""SW7 3DY""]","A bright two bedroom duplex apartment with direct lift access. The flat benefits from wood flooring, a separate kitchen, spacious reception room, private roof terrace and excellent storage throughout. Long let","A bright two bedroom duplex apartment with direct lift access. The flat benefits from wood flooring, a separate kitchen, spacious reception room, private roof terrace and excellent storage throughout.Queensberry Place is well located in the heart of South Kensington. The underground station, various museums and Imperial College University are all in very close proximity.",23189404,Flat,"[""Queensberry Place, South Kensington, London SW7""]",695,695,51.495014,-0.177228,E09000020,Kensington and Chelsea
49338834,"[""7681""]","[""412 Edgware Road, Paddington""]","[""W2 1ED""]",A newly refurbished studio flat boasting excellent living space and storage. Comes complete with high quality furniture and modern fixtures and fittings. Available 28/10/2018,"A newly refurbished studio flat boasting excellent living space and storage. The separate kitchen provides a beautiful design with exceptional quality.Comes complete with high quality furniture, beautiful wood flooring and modern fixtures and fittings.Property is based in the sought after area of Edgware Road with a 2 minutes walking distance from Edgware Road Station (Bakerloo Line).Available 28/10/2018. Viewings highly recommended.",24998057,Studio,"[""Edgware Road, Paddington W2""]",277,277,51.52236,-0.173945,E09000033,Westminster
45757922,"[""69715""]","[""204-226 Imperial Drive, North Harrow,, London""]","[""HA2 7HH""]",Beautiful and immaculate 2/3 bedroom first floor flat offered in the heart of Rayners Lane.,"DescriptionBeautiful and immaculate 2/3 bedroom first floor flat offered in the heart of South Harrow.This spacious property boasts of a large reception, two well lit double bedrooms with built in wardrobes, one single study room, fully integrated kitchen and family bathroom.This property is located in a residential area just a stones throw away from the local amenities including Tesco, Pharmacy, McDonald's and others, and also just a short walk to **South Harrow Station (Piccadilly line)** and local bus links.This property is also in close proximity to a number of primary and secondary schools making it ideal for families.",10158784,Flat,"[""Roxeth Green Avenue, Harrow HA2""]",312,312,51.571754,-0.354928,E09000015,Harrow
46312916,"[""53476""]","[""175 Hoe Street""]","[""E17 3AP""]","Lifestyle Property are delighted to offer for rent this fantastic ground floor one bedroom flat to rent in Walthamstow. The property consists of one double bedroom, large reception with open plan fully fitted kitchen and tiled bathroom. The property is only a 5 minute walk from Walthamstow Central Line Station. Available 20th February.","Lifestyle Property are delighted to offer for rent this fantastic ground floor one bedroom flat to rent in Walthamstow. The property consists of one double bedroom, large reception with open plan fully fitted kitchen and tiled bathroom. The property is only a 5 minute walk from Walthamstow Central Line Station. Available 20th February .",7910507,Flat,"[""Church Hill, London E17""]",276,276,51.585114,-0.017713,E09000031,Waltham Forest
47549973,"[""3969""]","[""314 Upper Street, Islington""]","[""N1 2XQ""]","A good sized two bedroom two bathroom flat located on the lower ground and first floor of this pub conversion in the heart of Islington moments to Upper Street. Property comprises of over 1000 square foot of living space and offers a large open plan kitchen and lounge with access to a private roof terrace, two spacious bedroom, luxury bathroom and en suite shower room. The property also benefits from a second reception room that can be used as a entertainment room / bar area. Available from the 1st of August and furnished.","  A good sized two bedroom two bathroom flat located on the lower ground and first floor of this pub conversion in the heart of Islington moments to Upper Street. Property comprises of over 1000 square foot of living space and offers a large open plan kitchen and lounge with access to a private roof terrace, two spacious bedroom, luxury bathroom and en suite shower room. The property also benefits from a second reception room that can be used as a entertainment room / bar area. Available from the 1st of August and furnished.",15032473,Maisonette,"[""Islington Park Street, London N1""]",550,550,51.542843,-0.106267,E09000019,Islington
45795500,"[""66606""]","[""63 Stoke Newington High Street, London""]","[""N16 8EL""]","Hawkes are delighted to present this stunning five bedroom house set over three floors offering an excellent location nearby to the amenities and transport links of Stamford Hill and Seven Sisters. Beautifully presented throughout and well maintained, the property boasts exceptional space throughout; encompassing an impressive five double bedrooms, a reception room with a separate modern fitted kitchen with mod cons included, a contemporary three-piece bathroom suite and additional ground floor WC, and a good size rear private garden space. Offered furnished/unfurnished and available immediately.  Daleview Road holds an excellent position nearby to the wealth of amenities located at the A10/Clapton Common junction. Nearby transport links include Stamford Hill (0.2 miles), South Tottenham (0.5 miles) and Seven Sisters (0.7 miles).","  Hawkes are delighted to present this stunning five bedroom house set over three floors offering an excellent location nearby to the amenities and transport links of Stamford Hill and Seven Sisters. Beautifully presented throughout and well maintained, the property boasts exceptional space throughout; encompassing an impressive five double bedrooms, a reception room with a separate modern fitted kitchen with mod cons included, a contemporary three-piece bathroom suite and additional ground floor WC, and a good size rear private garden space. Offered furnished/unfurnished and available immediately.Daleview Road holds an excellent position nearby to the wealth of amenities located at the A10/Clapton Common junction. Nearby transport links include Stamford Hill (0.2 miles), South Tottenham (0.5 miles) and Seven Sisters (0.7 miles).",15227840,Terraced house,"[""Daleview Road, London N15""]",646,646,51.57622,-0.076709,E09000014,Haringey
49684016,"[""9545""]","[""45 Westferry Road, London""]","[""E14 8JH""]","A delightful two bed, two bath 2nd floor apartment in the popular Abbotts Wharf Development. (contd...)","A delightful two bed, two bath 2nd floor apartment in the popular Abbotts Wharf Development.Offering contemporary living and stylish furnishings the property comprises a fully fitted kitchen with modern appliances and an open-plan reception boasting floor to ceiling windows which lead to a private balcony overlooking the Limehouse Cut canal. The apartment has two well-proportioned double bedrooms, the master with en suite shower room, as well as a modern family bathroom.Finished and furnished tastefully and showcasing wooden flooring throughout this property is ideal for a professional couple.This gated secure development benefits from a concierge, entry phone system and a lift, and secure underground parking also available for an additional cost.Our Ref: Rpl/iupload/CWL181151",7857846,Flat,"[""Abbotts Wharf, 93 Stainsby Road, Canary Wharf, London E14""]",400,400,51.515423,-0.023897,E09000030,Tower Hamlets
47483765,"[""67894""]","[""78 York Street, Marylebone""]","[""W1H 1DP""]","Interior designed apartment, set within the heart of the Paddington Basin and close to the popular West End Quay.","Interior designed apartment, set within the heart of the Paddington Basin and close to the popular West End Quay.The apartment is situated on the thirteenth floor of this prestigious building which features 24 hour concierge, lift service, and secure underground parking.The stunning apartment comprises spacious living and entertaining space with a beautiful reception room with superb views of the Grand Union Canal, a superb modern fitted open plan kitchen, two bedrooms, two bathrooms and ample storage space.The apartment offers easy access to superb transport links such as Paddington Train Station (Bakerloo, Hammersmith & City, Circle, District lines and Heathrow) Edgware Road (Circle, District and Bakerloo lines). 24-hour concierge. Free parking. CCTV. Lifts. Video entryNoticeAll photographs are provided for guidance only.",29292716,Flat,"[""Merchant Square, Paddington, London W2""]",795,795,51.519073,-0.171222,E09000033,Westminster
42217066,"[""55364""]","[""60 Sydenham Road, Sydenham""]","[""SE26 5QE""]",**DSS welcome** This two bedroom house for rent is available for immediate occupancy,"Detailed DescriptionCkb Estate Agents are pleased to present to this market as sole agents, this superbly decorated two bedroom house in a quiet residential area. The ground floor of this beautiful property offers a spacious reception room with direct access to a fully fitted kitchen equipped with all appliances, an additional ground floor study room which also leads out to a rear garden and a double garage with electric door which can be accessed through the rear garden and through a side alley. The first floor offers a double bedroom with fitted wardrobes, a further single bedroom and a three piece bathroom suite. The property is offered on a fully furnished basis and is available now. Enquire now for your earliest viewing.",6171934,Terraced house,"[""Annandale Road, Sidcup DA15""]",300,300,51.443054,0.09151,E09000004,Bexley
47576536,"[""16404""]","[""4 Bellevue Road, Wandsworth Common""]","[""SW17 7EG""]",A first floor flat set in a purpose built block located only minutes from Wandsworth Common.,"A recently redecorated first floor flat set within a purpose built building just moments from Wandsworth Common. The well presented property comprises a light and airy reception room with space for a dining table, a contemporary kitchen, two spacious double bedrooms, a bathroom with a white bathroom suite and a private balcony. The property also benefits from communal front and rear gardens as well as a lockable storage unit. This delightful flat is located only minutes from the green spaces of Wandsworth Common and within walking distance to Wandsworth Common mainline station. The property is a stone's throw from local amenities and the regular bus services along Trinity Road, and a short walk to the bars and shops of Bellevue Road. Available immediately, furnished. Energy Rating: C.",29282536,Flat,"[""Chesham Court, Trinity Road, London SW18""]",325,325,51.44952,-0.173888,E09000032,Wandsworth
37135423,"[""209""]","[""146 Lower Road, London""]","[""SE16 2UG""]","Ideally situated within easy of both Surrey Quays (Overground) and Canada Water (Jubilee line) stations is this two bedroom apartment. Recently refurbished, this property comprises of a separate w/c, modern family bathroom, spacious reception room and a fully fitted kitchen. Further benefits include ample storage, wooden flooring, private balcony, double glazing and a lift access.","Ideally situated within easy of both Surrey Quays (Overground) and Canada Water (Jubilee line) stations is this two bedroom apartment. Recently refurbished, this property comprises of a separate w/c, modern family bathroom, spacious reception room and a fully fitted kitchen. Further benefits include ample storage, wooden flooring, private balcony, double glazing and a lift access.",21081081,Flat,"[""Plough Way, London SE16""]",323,323,51.49244,-0.040982,E09000028,Southwark
49398831,"[""60714""]","[""348 Fulham Road, London"",""280 Fulham Road, London""]","[""SW10 9EW"",""SW10 9UH""]","Well proportionate 3 bedroom maisonette recently redecorated, benefits from lateral living room, separate kitchen leading to a private garden, 3 double bedrooms, 2 bathrooms.","Well proportionate 3 bedroom maisonette recently redecorated, benefits from lateral living room, separate kitchen leading to a private garden, 3 double bedrooms, 2 bathrooms.",27166164,Maisonette,"[""Gunter Grove, London SW10""]",900,900,51.48248,-0.184309,E09000020,Kensington and Chelsea
46922726,"[""59800""]","[""12 Tiller Road, Docklands,, London""]","[""E14 8PX""]","Available September 6/7 bed 5 bathrooms townhouse with gym, pool, concierge set in A gated development, cyclops mews in one of canary wharfs most sought after riverside developments.Set over three floors, large lounge area and separate kitchen","Stunning 6 bedroom 5 bathroom Large Townhouse, set over 3 floors with parking in front of the house. The property has six good sized bedrooms, five bathrooms, kitchen and a large living area. Offering good space and plenty of light, this newly redecorated house is situated within walking distance of both Mudchute DLR and Island Gardens DLR and the A1206. Complex boasts a pool, fully equipped gym, spa and sauna. All benefiting from a very recent refurbishment. Secure gated development with on site Porter and reception area. Easy access to Canary Wharf, Greenwich, Docklands, Bank and the City. Buses stop just outside, DLR and Jubilee Line links. Local shops, restaurants and bars. It's even on the River. A few minuutes walk to mudchute dlr and 15 minute walk to the heart of Canary Wharf•Parking included•Gym•Wooden Floors•Separate Kitchen•Swimming Pool•Close to public transport•Concierge•Double glazing•En suite bathroom•Fully Furnished",7854003,Town house,"[""Cyclops Mews, Canary Whar, Isle Of Dogs E14""]",1050,1050,51.491554,-0.024828,E09000030,Tower Hamlets
47141848,"[""15640""]","[""74 Wells Street, London""]","[""W1T 3QQ""]","Short let Bright and spacious newly refurbished one double bedroom apartment to rent in Russell Street, excellent location just only a few minutes' walk from Tottenham Court Road Station","Short let A bright, newly refurbished one double bedroom apartment located in the heart of Bloomsbury and within walking distance to Oxford Circus and Tottenham Court Road underground stations and close to Dominion theatre, shops and boutiques, Dominion theatre including Primark, Apple Store, Marks and Spencer and zara, and restaurants and cafes on Oxford Street and Tottenham court road, Covent Garden, China town, Shaftesbury Avenue, and Soho Square, Leicester Square and the British Museum.Key features:** Free WiFi throughout** Fully Equipped Kitchen** Three-Seater Sofa** Bathroom with shower** Flat Screen TV** Central Heating.NoticeAll photographs are provided for guidance only.",30194924,Flat,"[""Great Russell Street, Bloomsbury WC1B""]",875,875,51.517574,-0.129325,E09000007,Camden
43693469,"[""33920""]","[""37 Southwick Street, London""]","[""W2 1JQ""]","What an opportunity not to be missed! Presenting a three bedroom apartment set within this Victorian mansion block in Maida Vale, is a bright and spacious with high ceilings. This property is offered in excellent condition and benefits from a large doubl","What an opportunity not to be missed! Presenting a three bedroom apartment set within this Victorian mansion block in Maida Vale, is a bright and spacious with high ceilings. This property is offered in excellent condition and benefits from a large double reception room, dining room, 1 large master bedroom with en suite, large two bedrooms, family size bathroom, eat in kitchen. Wymering Mansions is located on a quiet, leafy street and walking distance to Madia Vale Tube station (bakerloo line).",25117013,Flat,"[""Wymering Road, London W9""]",590,650,51.527645,-0.192792,E09000033,Westminster
